state,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,new_case,new_death,population
SD,2020-09-24,3,13,211,20,-19,4,463,8,884659
SD,2020-09-25,3,16,226,18,-17,4,457,6,884659
SD,2020-09-26,-1,18,201,16,-6,1,579,2,884659
SD,2020-09-27,9,27,195,26,-4,0,408,0,884659
SD,2020-09-28,2,16,157,16,-15,4,197,0,884659
SD,2020-09-29,1,14,165,13,-18,4,259,5,884659
SD,2020-09-30,1,16,122,10,-20,4,392,0,884659
SD,2020-10-01,3,13,128,24,-19,3,747,13,884659
SD,2020-10-02,2,16,136,19,-17,4,386,1,884659
SD,2020-10-03,-1,16,139,8,-7,1,464,11,884659
SD,2020-10-04,11,25,210,22,-6,-1,432,0,884659
SD,2020-10-05,2,14,165,13,-17,3,180,0,884659
SD,2020-10-06,1,14,163,13,-19,3,278,0,884659
SD,2020-10-07,0,14,156,15,-19,3,1030,12,884659
SD,2020-10-08,0,9,154,16,-19,3,535,14,884659
SD,2020-10-09,1,15,178,17,-18,4,774,5,884659
SD,2020-10-10,-2,20,194,12,-6,0,732,7,884659
SD,2020-10-11,7,23,171,17,-6,0,617,0,884659
SD,2020-10-12,4,14,175,15,-30,7,361,2,884659
SD,2020-10-13,-2,13,134,11,-19,5,414,5,884659
SD,2020-10-14,-4,12,87,12,-19,6,876,3,884659
SD,2020-10-15,-1,11,103,16,-18,5,797,8,884659
SD,2020-10-16,2,15,112,17,-15,5,793,3,884659
SD,2020-10-17,-6,11,69,7,-9,4,806,8,884659
SD,2020-10-18,0,18,64,11,-7,2,658,8,884659
SD,2020-10-19,-5,7,60,6,-16,6,567,0,884659
SD,2020-10-20,-5,8,52,1,-19,7,621,7,884659
SD,2020-10-21,-6,10,43,7,-18,7,587,3,884659
SD,2020-10-22,-12,0,20,-3,-20,10,973,14,884659
SD,2020-10-23,-4,12,31,3,-16,8,1185,9,884659
SD,2020-10-24,-18,6,-8,-12,-10,8,939,10,884659
SD,2020-10-25,-25,-7,-11,-21,-14,7,1062,9,884659
SD,2020-10-26,-8,3,23,1,-16,8,538,0,884659
SD,2020-10-27,-7,6,24,1,-18,7,989,0,884659
SD,2020-10-28,-5,7,36,-1,-18,6,1270,9,884659
SD,2020-10-29,-4,5,42,1,-18,6,1000,19,884659
SD,2020-10-30,-1,13,48,2,-16,6,1559,12,884659
SD,2020-10-31,-7,15,54,-11,-8,3,1433,10,884659
SD,2020-11-01,-2,12,53,-6,-7,2,1332,12,884659
SD,2020-11-02,-6,6,74,-3,-16,5,526,1,884659
SD,2020-11-03,3,12,93,-1,-20,5,1004,8,884659
SD,2020-11-04,-8,5,74,-3,-20,6,937,14,884659
SD,2020-11-05,-7,2,78,0,-19,6,1360,22,884659
SD,2020-11-06,-6,5,66,-1,-17,7,1488,28,884659
SD,2020-11-07,-9,7,53,-3,-7,4,1337,13,884659
SD,2020-11-08,-4,11,40,-9,-7,3,1428,13,884659
SD,2020-11-09,-12,2,14,-9,-17,9,907,1,884659
SD,2020-11-10,-18,5,18,-11,-21,9,1023,3,884659
SD,2020-11-11,-6,8,17,-3,-31,11,1362,27,884659
SD,2020-11-12,-12,0,10,-3,-20,9,2020,0,884659
SD,2020-11-13,-8,9,16,-5,-18,9,1611,1,884659
SD,2020-11-14,-14,2,-14,-10,-9,7,1855,53,884659
SD,2020-11-15,-7,9,21,-12,-8,4,1199,23,884659
SD,2020-11-16,-9,4,31,-7,-16,7,897,0,884659
SD,2020-11-17,-9,5,34,-6,-20,8,1006,0,884659
SD,2020-11-18,-9,7,43,-6,-21,7,1387,30,884659
SD,2020-11-19,-10,3,38,0,-20,8,1071,31,884659
SD,2020-11-20,-9,7,25,0,-17,9,1328,36,884659
SD,2020-11-21,-13,8,15,-3,-8,5,1144,36,884659
SD,2020-11-22,-6,13,31,-9,-6,3,851,42,884659
SD,2020-11-23,-6,11,29,-8,-18,7,783,0,884659
SD,2020-11-24,-2,20,24,-6,-21,7,1010,2,884659
SD,2020-11-25,11,47,32,2,-32,7,1284,28,884659
SD,2020-11-26,-77,-27,22,-34,-82,24,0,0,884659
SD,2020-11-27,-7,-5,51,-27,-53,17,2138,39,884659
TN,2020-02-15,7,4,54,4,3,-1,0,0,6829174
TN,2020-02-16,6,1,29,3,1,-1,0,0,6829174
TN,2020-02-17,6,-2,46,4,-15,4,0,0,6829174
TN,2020-02-18,-3,-3,-11,-1,1,1,0,0,6829174
TN,2020-02-19,3,3,13,4,3,-1,0,0,6829174
TN,2020-02-20,-5,-3,-18,-1,0,2,0,0,6829174
TN,2020-02-21,0,-2,7,3,0,0,0,0,6829174
TN,2020-02-22,6,4,61,5,5,-2,0,0,6829174
TN,2020-02-23,3,1,7,2,1,0,0,0,6829174
TN,2020-02-24,-2,-4,-19,0,2,2,0,0,6829174
TN,2020-02-25,8,3,27,4,3,-1,0,0,6829174
TN,2020-02-26,10,5,0,5,3,-1,0,0,6829174
TN,2020-02-27,11,5,13,8,2,-1,0,0,6829174
TN,2020-02-28,9,4,12,9,1,-1,0,0,6829174
TN,2020-02-29,16,9,60,16,5,-3,0,0,6829174
TN,2020-03-01,16,11,59,13,3,-2,0,0,6829174
TN,2020-03-02,8,4,-5,3,2,1,0,0,6829174
TN,2020-03-03,17,12,38,4,-8,0,0,0,6829174
TN,2020-03-04,12,11,36,5,0,-1,0,0,6829174
TN,2020-03-05,11,10,33,7,1,-2,1,0,6829174
TN,2020-03-06,5,4,25,6,0,-1,0,0,6829174
TN,2020-03-07,12,10,88,15,6,-3,0,0,6829174
TN,2020-03-08,13,11,81,13,2,-2,0,0,6829174
TN,2020-03-09,8,7,45,5,0,0,0,0,6829174
TN,2020-03-10,8,8,26,3,-1,1,6,0,6829174
TN,2020-03-11,8,11,43,3,0,0,2,0,6829174
TN,2020-03-12,7,24,30,1,-2,0,9,0,6829174
TN,2020-03-13,2,23,29,0,-6,2,8,0,6829174
TN,2020-03-14,-4,19,27,1,1,2,0,0,6829174
TN,2020-03-15,-8,13,-2,-5,-7,3,13,0,6829174
TN,2020-03-16,-4,20,10,-7,-15,6,13,0,6829174
TN,2020-03-17,-10,17,8,-9,-19,8,21,0,6829174
TN,2020-03-18,-15,14,21,-13,-22,9,25,0,6829174
TN,2020-03-19,-17,14,38,-16,-24,9,56,0,6829174
TN,2020-03-20,-27,9,-18,-22,-27,13,74,1,6829174
TN,2020-03-21,-33,9,11,-16,-16,8,143,0,6829174
TN,2020-03-22,-37,0,1,-30,-28,8,134,1,6829174
TN,2020-03-23,-32,-2,-16,-27,-34,15,110,0,6829174
TN,2020-03-24,-39,-10,-29,-29,-38,17,52,0,6829174
TN,2020-03-25,-33,-6,34,-26,-38,15,117,1,6829174
TN,2020-03-26,-31,-6,57,-27,-39,14,173,0,6829174
TN,2020-03-27,-34,-9,40,-30,-39,16,246,3,6829174
TN,2020-03-28,-38,-7,48,-27,-26,9,170,0,6829174
TN,2020-03-29,-35,-9,35,-35,-34,8,164,1,6829174
TN,2020-03-30,-31,-10,10,-32,-39,15,297,6,6829174
TN,2020-03-31,-36,-11,-30,-32,-42,18,405,10,6829174
TN,2020-04-01,-31,-1,7,-28,-42,16,1,0,6829174
TN,2020-04-02,-33,0,11,-31,-42,16,605,9,6829174
TN,2020-04-03,-37,-2,1,-35,-44,18,35,4,6829174
TN,2020-04-04,-45,-6,6,-33,-31,11,223,6,6829174
TN,2020-04-05,-43,-9,2,-42,-38,10,530,2,6829174
TN,2020-04-06,-35,-9,3,-35,-43,16,170,21,6829174
TN,2020-04-07,-36,-7,5,-33,-45,17,336,7,6829174
TN,2020-04-08,-35,-5,8,-32,-45,17,223,7,6829174
TN,2020-04-09,-33,-4,0,-35,-46,17,273,15,6829174
TN,2020-04-10,-36,-5,-5,-39,-53,20,228,4,6829174
TN,2020-04-11,-40,2,11,-36,-33,10,0,2,6829174
TN,2020-04-12,-65,-43,-61,-53,-47,13,445,1,6829174
TN,2020-04-13,-33,-11,-21,-35,-44,17,302,8,6829174
TN,2020-04-14,-31,-8,-8,-30,-43,16,213,15,6829174
TN,2020-04-15,-21,0,5,-27,-42,15,13,10,6829174
TN,2020-04-16,-25,-3,1,-31,-42,15,426,7,6829174
TN,2020-04-17,-30,-8,6,-33,-42,16,68,0,6829174
TN,2020-04-18,-33,-4,2,-28,-27,9,433,4,6829174
TN,2020-04-19,-38,-13,-31,-44,-36,10,33,2,6829174
TN,2020-04-20,-25,-7,3,-30,-40,15,443,5,6829174
TN,2020-04-21,-24,-4,18,-26,-41,15,155,5,6829174
TN,2020-04-22,-26,-5,10,-29,-41,15,178,8,6829174
TN,2020-04-23,-32,-9,-30,-35,-42,18,709,5,6829174
TN,2020-04-24,-30,-8,5,-31,-41,16,461,-2,6829174
TN,2020-04-25,-36,-7,-24,-31,-28,10,140,8,6829174
TN,2020-04-26,-34,-10,-33,-35,-35,9,816,5,6829174
TN,2020-04-27,-18,-4,18,-27,-38,14,254,3,6829174
TN,2020-04-28,-18,-1,28,-23,-39,8,135,4,6829174
TN,2020-04-29,-20,-2,-10,-26,-40,15,45,4,6829174
TN,2020-04-30,-18,2,0,-25,-39,14,603,7,6829174
TN,2020-05-01,-17,3,33,-22,-38,13,1156,5,6829174
TN,2020-05-02,-20,7,80,-13,-22,5,770,5,6829174
TN,2020-05-03,-20,0,41,-26,-28,5,582,1,6829174
TN,2020-05-04,-10,2,19,-23,-36,11,328,9,6829174
TN,2020-05-05,-10,7,10,-20,-36,12,119,7,6829174
TN,2020-05-06,-12,5,5,-20,-36,13,248,13,6829174
TN,2020-05-07,-12,6,35,-20,-35,11,228,-2,6829174
TN,2020-05-08,-21,-1,-21,-26,-37,15,346,4,6829174
TN,2020-05-09,-13,19,47,-10,-18,4,331,1,6829174
TN,2020-05-10,-12,14,50,-20,-23,3,217,1,6829174
TN,2020-05-11,-10,-1,26,-19,-33,11,562,8,6829174
TN,2020-05-12,-11,2,22,-19,-34,12,568,13,6829174
TN,2020-05-13,-9,5,24,-18,-34,12,261,9,6829174
TN,2020-05-14,-9,5,63,-17,-34,10,333,14,6829174
TN,2020-05-15,-13,2,61,-18,-34,11,268,3,6829174
TN,2020-05-16,-14,8,103,-10,-16,3,322,5,6829174
TN,2020-05-17,-14,3,56,-20,-22,5,121,3,6829174
TN,2020-05-18,-8,0,16,-21,-32,11,626,3,6829174
TN,2020-05-19,-7,4,29,-17,-32,11,370,4,6829174
TN,2020-05-20,-6,6,32,-16,-33,11,155,5,6829174
TN,2020-05-21,-6,6,44,-15,-33,10,427,4,6829174
TN,2020-05-22,-11,2,43,-14,-34,11,437,2,6829174
TN,2020-05-23,-11,10,119,-6,-15,2,399,14,6829174
TN,2020-05-24,-7,9,117,-18,-23,2,360,7,6829174
TN,2020-05-25,-14,-2,114,-28,-68,18,462,2,6829174
TN,2020-05-26,-7,4,54,-17,-32,10,358,5,6829174
TN,2020-05-27,-6,3,37,-17,-31,11,352,10,6829174
TN,2020-05-28,-5,4,50,-17,-30,9,381,3,6829174
TN,2020-05-29,-8,2,67,-17,-30,9,414,4,6829174
TN,2020-05-30,-9,8,133,-5,-5,1,484,5,6829174
TN,2020-05-31,-6,7,105,-13,-14,2,439,0,6829174
TN,2020-06-01,1,6,75,-16,-29,8,550,3,6829174
TN,2020-06-02,-1,7,91,-15,-29,8,834,27,6829174
TN,2020-06-03,1,11,84,-16,-30,8,447,7,6829174
TN,2020-06-04,-3,7,61,-16,-30,9,299,13,6829174
TN,2020-06-05,-8,2,69,-16,-30,9,401,7,6829174
TN,2020-06-06,-8,9,140,-6,-8,1,558,9,6829174
TN,2020-06-07,-5,7,102,-13,-16,2,313,1,6829174
TN,2020-06-08,-4,1,62,-16,-29,9,568,3,6829174
TN,2020-06-09,-3,4,65,-16,-29,9,630,14,6829174
TN,2020-06-10,0,7,79,-14,-29,8,302,6,6829174
TN,2020-06-11,0,7,99,-11,-29,7,477,5,6829174
TN,2020-06-12,-5,4,107,-10,-29,7,588,7,6829174
TN,2020-06-13,-6,10,163,-1,-5,0,415,4,6829174
TN,2020-06-14,-4,6,98,-9,-14,2,891,3,6829174
TN,2020-06-15,1,4,88,-12,-29,7,728,8,6829174
TN,2020-06-16,2,7,108,-12,-28,7,670,10,6829174
TN,2020-06-17,1,8,98,-12,-29,7,313,4,6829174
TN,2020-06-18,0,7,95,-10,-29,7,686,12,6829174
TN,2020-06-19,-4,5,101,-9,-30,5,1188,6,6829174
TN,2020-06-20,-5,14,153,0,-7,0,429,9,6829174
TN,2020-06-21,-6,7,71,-10,-15,1,656,2,6829174
TN,2020-06-22,-4,0,73,-12,-31,8,451,5,6829174
TN,2020-06-23,-1,4,85,-12,-31,8,750,11,6829174
TN,2020-06-24,0,6,103,-11,-30,7,932,14,6829174
TN,2020-06-25,-1,6,102,-9,-30,7,799,11,6829174
TN,2020-06-26,-7,0,96,-10,-30,8,1410,10,6829174
TN,2020-06-27,-8,5,120,0,-9,1,728,7,6829174
TN,2020-06-28,-7,2,68,-7,-13,3,0,0,6829174
TN,2020-06-29,-3,-1,65,-11,-31,9,2125,8,6829174
TN,2020-06-30,1,5,72,-10,-32,9,1212,12,6829174
TN,2020-07-01,4,10,84,-7,-32,8,1806,5,6829174
TN,2020-07-02,9,16,123,-3,-35,6,1575,11,6829174
TN,2020-07-03,1,19,157,-11,-55,11,1822,13,6829174
TN,2020-07-04,-28,6,165,-20,-28,2,1428,4,6829174
TN,2020-07-05,-14,-4,79,-8,-21,3,1291,9,6829174
TN,2020-07-06,-1,3,95,-6,-35,9,724,7,6829174
TN,2020-07-07,-1,5,103,-9,-33,8,1359,12,6829174
TN,2020-07-08,-2,6,100,-10,-32,8,2472,20,6829174
TN,2020-07-09,-4,4,89,-10,-32,8,1605,25,6829174
TN,2020-07-10,-9,1,89,-10,-32,8,1955,13,6829174
TN,2020-07-11,-11,6,141,0,-9,1,1460,15,6829174
TN,2020-07-12,-11,1,64,-10,-17,4,954,3,6829174
TN,2020-07-13,-3,1,92,-12,-32,8,3314,8,6829174
TN,2020-07-14,-2,5,110,-12,-32,8,1514,18,6829174
TN,2020-07-15,-2,6,104,-11,-32,8,2273,16,6829174
TN,2020-07-16,-5,4,87,-10,-32,8,2479,13,6829174
TN,2020-07-17,-9,1,89,-9,-32,8,2279,19,6829174
TN,2020-07-18,-11,6,131,1,-10,2,2517,23,6829174
TN,2020-07-19,-9,4,89,-7,-17,3,1779,5,6829174
TN,2020-07-20,-5,1,79,-12,-33,9,1639,4,6829174
TN,2020-07-21,-4,3,94,-12,-33,8,2190,24,6829174
TN,2020-07-22,-4,3,82,-12,-32,9,2473,17,6829174
TN,2020-07-23,-6,1,71,-11,-32,8,2570,37,6829174
TN,2020-07-24,-10,-1,81,-11,-31,8,2091,13,6829174
TN,2020-07-25,-11,4,125,-1,-9,2,1718,26,6829174
TN,2020-07-26,-9,2,95,-7,-16,2,3140,3,6829174
TN,2020-07-27,-4,-1,80,-12,-32,8,2553,11,6829174
TN,2020-07-28,-4,2,87,-12,-32,8,2555,21,6829174
TN,2020-07-29,-4,2,87,-13,-32,8,1778,21,6829174
TN,2020-07-30,-6,0,62,-12,-33,8,2049,13,6829174
TN,2020-07-31,-6,0,65,-10,-32,8,3088,27,6829174
TN,2020-08-01,-6,7,108,1,-10,2,2225,7,6829174
TN,2020-08-02,-3,5,104,-5,-15,2,1443,6,6829174
TN,2020-08-03,0,3,72,-10,-32,8,1009,19,6829174
TN,2020-08-04,-1,5,100,-11,-32,7,1805,25,6829174
TN,2020-08-05,-3,5,101,-10,-32,7,1657,27,6829174
TN,2020-08-06,-4,3,93,-8,-32,7,2252,42,6829174
TN,2020-08-07,-8,-1,98,-10,-31,7,2432,20,6829174
TN,2020-08-08,-9,6,148,-1,-9,1,1803,9,6829174
TN,2020-08-09,-7,3,94,-6,-16,2,2127,8,6829174
TN,2020-08-10,-6,-2,61,-12,-32,8,1202,10,6829174
TN,2020-08-11,-5,1,84,-12,-32,7,1001,38,6829174
TN,2020-08-12,-6,1,70,-12,-31,8,1478,18,6829174
TN,2020-08-13,-8,0,64,-12,-31,7,2118,24,6829174
TN,2020-08-14,-10,-3,64,-12,-31,7,1947,13,6829174
TN,2020-08-15,-10,3,97,-3,-11,2,1289,19,6829174
TN,2020-08-16,-8,2,90,-6,-17,2,1961,21,6829174
TN,2020-08-17,-7,-2,71,-12,-31,7,1036,21,6829174
TN,2020-08-18,-7,0,81,-13,-29,7,1034,39,6829174
TN,2020-08-19,-7,0,74,-13,-30,7,2022,26,6829174
TN,2020-08-20,-8,-1,68,-11,-30,6,1375,36,6829174
TN,2020-08-21,-12,-6,47,-14,-30,8,1669,61,6829174
TN,2020-08-22,-10,3,111,-6,-9,1,1239,14,6829174
TN,2020-08-23,-9,0,75,-9,-16,2,1854,4,6829174
TN,2020-08-24,-8,-4,61,-14,-29,7,667,21,6829174
TN,2020-08-25,-8,-2,67,-14,-29,7,813,40,6829174
TN,2020-08-26,-8,0,69,-16,-28,7,1936,20,6829174
TN,2020-08-27,-9,-3,56,-13,-28,6,1826,25,6829174
TN,2020-08-28,-15,-9,33,-20,-29,9,1636,28,6829174
TN,2020-08-29,-10,1,77,-10,-9,2,1465,24,6829174
TN,2020-08-30,-9,-2,52,-14,-16,3,835,22,6829174
TN,2020-08-31,-8,-5,34,-16,-28,7,1818,7,6829174
TN,2020-09-01,-5,1,57,-14,-28,6,1396,27,6829174
TN,2020-09-02,-6,-1,62,-15,-28,6,1502,16,6829174
TN,2020-09-03,-4,2,62,-10,-28,5,1715,18,6829174
TN,2020-09-04,-7,0,83,-6,-30,5,1051,22,6829174
TN,2020-09-05,-6,7,167,-1,-15,0,1765,25,6829174
TN,2020-09-06,-1,6,149,-13,-21,0,1764,3,6829174
TN,2020-09-07,-10,-5,132,-19,-69,15,983,4,6829174
TN,2020-09-08,-8,1,82,-13,-30,5,645,27,6829174
TN,2020-09-09,-7,0,82,-14,-28,5,833,35,6829174
TN,2020-09-10,-8,-1,78,-12,-28,4,1650,57,6829174
TN,2020-09-11,-11,-5,84,-13,-27,4,1622,37,6829174
TN,2020-09-12,-11,-1,106,-4,-9,0,1032,39,6829174
TN,2020-09-13,-12,-3,49,-12,-18,2,933,14,6829174
TN,2020-09-14,-7,-3,69,-12,-25,5,2450,19,6829174
TN,2020-09-15,-5,1,88,-13,-25,5,957,30,6829174
TN,2020-09-16,-7,-1,81,-15,-26,5,1856,24,6829174
TN,2020-09-17,-7,-3,65,-12,-26,5,1053,13,6829174
TN,2020-09-18,-9,-4,86,-11,-26,4,2357,32,6829174
TN,2020-09-19,-6,3,148,-3,-9,-1,942,20,6829174
TN,2020-09-20,-5,2,99,-7,-16,1,2075,2,6829174
TN,2020-09-21,-6,-4,74,-11,-26,6,895,15,6829174
TN,2020-09-22,-7,-2,77,-14,-26,6,739,28,6829174
TN,2020-09-23,-9,-2,47,-18,-25,7,1561,14,6829174
TN,2020-09-24,-12,-6,14,-16,-25,8,835,35,6829174
TN,2020-09-25,-11,-6,42,-15,-25,6,1910,42,6829174
TN,2020-09-26,-9,1,111,-8,-6,0,1437,22,6829174
TN,2020-09-27,-7,-1,76,-11,-15,1,2104,3,6829174
TN,2020-09-28,-11,-7,35,-15,-24,7,737,12,6829174
TN,2020-09-29,-8,-2,43,-15,-24,6,879,31,6829174
TN,2020-09-30,-5,0,66,-13,-25,5,1528,34,6829174
TN,2020-10-01,-4,2,60,-10,-23,4,1293,47,6829174
TN,2020-10-02,-7,-1,62,-10,-24,4,971,14,6829174
TN,2020-10-03,-7,4,113,0,-9,-1,1192,45,6829174
TN,2020-10-04,-5,2,70,-6,-17,1,1615,17,6829174
TN,2020-10-05,-6,-2,56,-10,-28,5,2489,20,6829174
TN,2020-10-06,-6,0,74,-12,-28,5,1676,24,6829174
TN,2020-10-07,-7,-1,78,-13,-27,5,2080,21,6829174
TN,2020-10-08,-8,-2,69,-9,-27,5,1992,63,6829174
TN,2020-10-09,-11,-5,57,-9,-28,6,1556,27,6829174
TN,2020-10-10,-17,-6,29,-8,-11,4,1646,26,6829174
TN,2020-10-11,-11,-3,31,-8,-16,3,2068,9,6829174
TN,2020-10-12,-8,-6,58,-9,-30,7,2965,7,6829174
TN,2020-10-13,-7,-2,81,-11,-28,6,1147,23,6829174
TN,2020-10-14,-5,1,83,-10,-27,5,1709,31,6829174
TN,2020-10-15,-6,-1,62,-9,-27,5,2289,36,6829174
TN,2020-10-16,-8,-3,62,-7,-28,5,666,7,6829174
TN,2020-10-17,-8,1,111,3,-9,0,2646,32,6829174
TN,2020-10-18,-8,-1,58,-3,-16,2,2605,6,6829174
TN,2020-10-19,-8,-4,54,-9,-24,6,3317,13,6829174
TN,2020-10-20,-7,0,73,-11,-24,5,1508,30,6829174
TN,2020-10-21,-7,0,76,-12,-23,5,2292,18,6829174
TN,2020-10-22,-7,-2,69,-9,-23,5,2046,41,6829174
TN,2020-10-23,-10,-5,64,-9,-24,5,3606,65,6829174
TN,2020-10-24,-11,-1,70,-5,-8,2,2574,24,6829174
TN,2020-10-25,-9,-2,57,-8,-16,2,3500,31,6829174
TN,2020-10-26,-9,-4,43,-11,-23,6,2279,32,6829174
TN,2020-10-27,-8,-1,65,-11,-23,5,1908,44,6829174
TN,2020-10-28,-14,-7,12,-19,-24,8,2446,34,6829174
TN,2020-10-29,-8,-1,21,-15,-24,7,2660,22,6829174
TN,2020-10-30,-8,-1,40,-12,-23,5,2608,78,6829174
TN,2020-10-31,-9,8,95,-8,-7,0,1184,12,6829174
TN,2020-11-01,-8,-1,38,-12,-16,2,754,0,6829174
TN,2020-11-02,-10,-4,18,-14,-23,7,3161,26,6829174
TN,2020-11-03,-3,4,44,-15,-27,7,1770,75,6829174
TN,2020-11-04,-12,-4,35,-18,-23,7,3445,24,6829174
TN,2020-11-05,-11,-4,31,-14,-23,6,1969,31,6829174
TN,2020-11-06,-12,-7,38,-14,-23,6,1373,32,6829174
TN,2020-11-07,-9,-1,91,-9,-5,1,5071,49,6829174
TN,2020-11-08,-7,-1,64,-10,-14,2,3636,5,6829174
TN,2020-11-09,-10,-5,33,-14,-23,7,5919,15,6829174
TN,2020-11-10,-10,-2,33,-16,-24,7,1979,62,6829174
TN,2020-11-11,-9,-4,10,-20,-30,9,3632,89,6829174
TN,2020-11-12,-11,-3,20,-15,-24,7,3344,27,6829174
TN,2020-11-13,-12,-5,33,-15,-24,7,3733,64,6829174
TN,2020-11-14,-10,-1,66,-10,-6,2,4662,25,6829174
TN,2020-11-15,-10,-2,16,-14,-15,3,5817,16,6829174
TN,2020-11-16,-11,-5,11,-16,-23,7,7951,30,6829174
TN,2020-11-17,-11,-2,19,-16,-24,7,1841,72,6829174
TN,2020-11-18,-11,0,17,-17,-24,7,4472,53,6829174
TN,2020-11-19,-12,-2,13,-15,-24,7,2887,80,6829174
TN,2020-11-20,-13,-4,26,-12,-24,7,3444,74,6829174
TN,2020-11-21,-11,2,58,0,-4,2,4355,9,6829174
TN,2020-11-22,-12,-1,11,-11,-13,4,4589,55,6829174
TN,2020-11-23,-5,2,18,-14,-28,8,4074,35,6829174
TN,2020-11-24,-1,12,37,-9,-29,7,1304,73,6829174
TN,2020-11-25,6,34,23,-10,-37,8,2118,92,6829174
TN,2020-11-26,-71,-29,28,-44,-80,21,4404,53,6829174
TN,2020-11-27,-18,-14,52,-35,-59,16,4340,7,6829174
TX,2020-02-15,3,3,12,3,1,-1,0,0,28995881
TX,2020-02-16,8,3,20,4,1,-1,0,0,28995881
TX,2020-02-17,6,2,21,2,-18,4,0,0,28995881
TX,2020-02-18,-1,-1,-4,3,1,0,0,0,28995881
TX,2020-02-19,-2,0,-12,0,3,1,0,0,28995881
TX,2020-02-20,-1,-2,-13,-1,1,1,0,0,28995881
TX,2020-02-21,2,0,-2,2,3,-1,0,0,28995881
TX,2020-02-22,3,1,13,3,4,-1,0,0,28995881
TX,2020-02-23,4,1,-11,3,1,0,0,0,28995881
TX,2020-02-24,2,1,1,2,3,0,0,0,28995881
TX,2020-02-25,6,2,12,3,3,-1,0,0,28995881
TX,2020-02-26,10,6,0,5,4,-1,0,0,28995881
TX,2020-02-27,11,6,25,7,2,-2,0,0,28995881
TX,2020-02-28,10,8,18,7,1,-2,0,0,28995881
TX,2020-02-29,10,8,33,9,3,-3,0,0,28995881
TX,2020-03-01,14,9,6,7,2,-2,0,0,28995881
TX,2020-03-02,8,7,8,4,4,-1,0,0,28995881
TX,2020-03-03,12,10,17,3,3,-2,0,0,28995881
TX,2020-03-04,6,5,-10,0,2,1,0,0,28995881
TX,2020-03-05,11,8,34,5,3,-2,3,0,28995881
TX,2020-03-06,6,7,21,6,3,-2,2,0,28995881
TX,2020-03-07,5,7,21,11,3,-2,0,0,28995881
TX,2020-03-08,9,4,11,6,0,-1,1,0,28995881
TX,2020-03-09,6,5,7,1,-9,2,7,0,28995881
TX,2020-03-10,10,6,39,3,-10,1,2,0,28995881
TX,2020-03-11,12,14,49,4,-9,1,8,0,28995881
TX,2020-03-12,11,26,48,1,-11,1,1,0,28995881
TX,2020-03-13,1,31,4,-5,-15,4,12,0,28995881
TX,2020-03-14,-8,14,-3,-2,-3,2,7,0,28995881
TX,2020-03-15,-9,7,-17,-7,-7,3,8,0,28995881
TX,2020-03-16,-4,17,-2,-13,-22,7,6,0,28995881
TX,2020-03-17,-12,15,2,-16,-26,10,7,1,28995881
TX,2020-03-18,-16,14,11,-19,-29,12,19,1,28995881
TX,2020-03-19,-22,12,10,-25,-32,13,60,1,28995881
TX,2020-03-20,-30,9,-33,-30,-34,17,258,2,28995881
TX,2020-03-21,-40,-3,-45,-32,-22,13,106,0,28995881
TX,2020-03-22,-41,-10,-41,-37,-29,11,0,0,28995881
TX,2020-03-23,-31,-4,-14,-34,-36,15,0,3,28995881
TX,2020-03-24,-30,-1,-3,-32,-40,17,208,3,28995881
TX,2020-03-25,-39,-13,-6,-37,-44,20,259,1,28995881
TX,2020-03-26,-38,-14,-2,-39,-45,20,422,6,28995881
TX,2020-03-27,-41,-15,-19,-42,-45,21,335,5,28995881
TX,2020-03-28,-47,-19,-35,-43,-32,15,321,4,28995881
TX,2020-03-29,-45,-23,-27,-47,-36,13,500,7,28995881
TX,2020-03-30,-41,-21,-39,-45,-46,20,325,4,28995881
TX,2020-03-31,-35,-13,-13,-39,-47,20,389,3,28995881
TX,2020-04-01,-33,-8,-6,-38,-47,20,731,17,28995881
TX,2020-04-02,-39,-14,-22,-43,-48,21,672,12,28995881
TX,2020-04-03,-41,-13,-44,-47,-48,23,661,20,28995881
TX,2020-04-04,-52,-23,-69,-52,-37,18,780,15,28995881
TX,2020-04-05,-48,-23,-47,-53,-39,14,702,22,28995881
TX,2020-04-06,-41,-19,-33,-46,-47,20,464,13,28995881
TX,2020-04-07,-38,-16,-17,-42,-49,21,986,14,28995881
TX,2020-04-08,-38,-15,-14,-42,-48,21,1091,23,28995881
TX,2020-04-09,-39,-15,-21,-44,-50,21,877,22,28995881
TX,2020-04-10,-39,-13,-29,-48,-56,24,1441,27,28995881
TX,2020-04-11,-45,-14,-54,-49,-38,16,890,28,28995881
TX,2020-04-12,-57,-38,-53,-53,-43,13,923,17,28995881
TX,2020-04-13,-38,-18,-29,-45,-47,20,422,16,28995881
TX,2020-04-14,-36,-17,-26,-42,-47,21,718,31,28995881
TX,2020-04-15,-29,-9,-13,-39,-46,20,868,46,28995881
TX,2020-04-16,-32,-12,-4,-41,-47,20,963,29,28995881
TX,2020-04-17,-37,-16,-33,-43,-46,22,916,35,28995881
TX,2020-04-18,-41,-17,-43,-42,-31,14,889,25,28995881
