date,key_apple_mobility,key_google_mobility,id,tests,confirmed,recovered,deaths,hosp,vent,icu,population,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,stringency_index,iso_alpha_3,iso_alpha_2,iso_numeric,currency,administrative_area_level,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,latitude,longitude,key,key_alpha_2,key_numeric,metro_area,iso_3166_2_code,census_fips_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,driving,walking,transit
2020-07-09,Saskatchewan,"CA, Saskatchewan",e4c07903,62849,813,750,15,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,4,21,223,-34,-32,6,185.08,209.1,60.92
2020-07-10,Saskatchewan,"CA, Saskatchewan",e4c07903,63526,815,757,15,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-9,8,170,-33,-32,6,204.02,205.7,57.55
2020-07-11,Saskatchewan,"CA, Saskatchewan",e4c07903,64258,815,757,15,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-13,7,308,-26,-4,0,176.03,189.02,54.07
2020-07-12,Saskatchewan,"CA, Saskatchewan",e4c07903,65070,815,757,15,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-5,2,313,-27,-6,-2,153.4,147.43,54.68
2020-07-13,Saskatchewan,"CA, Saskatchewan",e4c07903,65673,871,766,15,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,1,9,181,-38,-34,6,174.61,179.42,56.89
2020-07-14,Saskatchewan,"CA, Saskatchewan",e4c07903,66157,876,785,15,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-2,8,176,-36,-33,7,175.72,189.14,54.98
2020-07-15,Saskatchewan,"CA, Saskatchewan",e4c07903,66902,881,791,15,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,1,16,233,-35,-31,6,183.78,195.16,58.85
2020-07-16,Saskatchewan,"CA, Saskatchewan",e4c07903,67867,923,794,15,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,2,19,285,-34,-32,5,193.74,212.3,60.31
2020-07-17,Saskatchewan,"CA, Saskatchewan",e4c07903,68806,936,793,15,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-9,9,225,-34,-32,5,208.96,216.14,59.96
2020-07-18,Saskatchewan,"CA, Saskatchewan",e4c07903,69932,941,798,15,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-14,5,210,-27,-5,2,168.46,176.27,52.77
2020-07-19,Saskatchewan,"CA, Saskatchewan",e4c07903,71011,943,799,15,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-4,4,326,-28,-5,-2,158.72,147.09,50.86
2020-07-20,Saskatchewan,"CA, Saskatchewan",e4c07903,72127,962,802,15,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,4,14,213,-38,-34,6,180.74,192.12,54.73
2020-07-21,Saskatchewan,"CA, Saskatchewan",e4c07903,72727,970,813,15,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,1,13,,-34,-33,6,179.73,204.19,62.68
2020-07-22,Saskatchewan,"CA, Saskatchewan",e4c07903,73754,1030,825,15,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,0,16,270,-33,-30,5,188.4,186.66,59.15
2020-07-23,Saskatchewan,"CA, Saskatchewan",e4c07903,74989,1072,838,16,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-1,15,241,-39,-32,6,188.88,196.18,56.99
2020-07-24,Saskatchewan,"CA, Saskatchewan",e4c07903,76315,1099,848,16,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-10,10,238,-35,-31,4,210.42,205.18,68.01
2020-07-25,Saskatchewan,"CA, Saskatchewan",e4c07903,77846,1136,862,16,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-17,1,224,-25,-6,1,172.22,180.71,57.14
2020-07-26,Saskatchewan,"CA, Saskatchewan",e4c07903,79038,1178,873,16,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-8,1,344,-29,-6,-2,162.32,146.47,48.79
2020-07-27,Saskatchewan,"CA, Saskatchewan",e4c07903,80420,1209,886,16,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,0,12,279,-36,-34,4,185,198.12,64.19
2020-07-28,Saskatchewan,"CA, Saskatchewan",e4c07903,81150,1218,907,17,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-3,11,,-36,-33,6,188.99,199.23,59.86
2020-07-29,Saskatchewan,"CA, Saskatchewan",e4c07903,82302,1268,929,17,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,3,19,268,-38,-32,5,193,211.95,60.16
2020-07-30,Saskatchewan,"CA, Saskatchewan",e4c07903,83738,1306,984,18,,,,1181666,3,2,2,4,0,1,2,4,2,3,1,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,5,23,261,-38,-33,5,204.49,229.28,70.12
2020-07-31,Saskatchewan,"CA, Saskatchewan",e4c07903,85228,1319,1008,18,,,,1181666,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-5,15,266,-34,-36,3,217.21,225.07,61.27
2020-08-01,Saskatchewan,"CA, Saskatchewan",e4c07903,86814,1334,1054,18,,,,1181666,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-17,3,323,-31,-9,-1,177.22,179.02,62.88
2020-08-02,Saskatchewan,"CA, Saskatchewan",e4c07903,88618,1342,1070,18,,,,1181666,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-10,-2,,-35,-8,-3,152.97,130.3,51.91
2020-08-03,Saskatchewan,"CA, Saskatchewan",e4c07903,89600,1359,1089,18,,,,1181666,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-13,-5,373,-54,-71,9,171.61,133.82,58.5
2020-08-04,Saskatchewan,"CA, Saskatchewan",e4c07903,90170,1368,1097,18,,,,1181666,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-1,11,231,-37,-35,6,185.77,198.31,60.31
2020-08-05,Saskatchewan,"CA, Saskatchewan",e4c07903,90815,1376,1133,18,,,,1181666,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,4,17,278,-35,-33,5,200.43,213.54,60.76
2020-08-06,Saskatchewan,"CA, Saskatchewan",e4c07903,91615,1387,1164,19,,,,1181666,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,4,17,293,-37,-34,5,204.87,215.3,66.45
2020-08-07,Saskatchewan,"CA, Saskatchewan",e4c07903,93388,1409,1221,20,,,,1181666,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-9,5,186,-36,-33,5,221.42,231.66,64.08
2020-08-08,Saskatchewan,"CA, Saskatchewan",e4c07903,94786,1433,1245,20,,,,1181666,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-13,1,240,-30,-5,1,188.84,195.09,51.61
2020-08-09,Saskatchewan,"CA, Saskatchewan",e4c07903,96331,1445,1257,20,,,,1181666,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-7,-1,243,-31,-6,-1,161.78,145.05,47.23
2020-08-10,Saskatchewan,"CA, Saskatchewan",e4c07903,97404,1450,1265,20,,,,1181666,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,2,8,227,-40,-33,5,191.33,190.75,56.29
2020-08-11,Saskatchewan,"CA, Saskatchewan",e4c07903,98105,1479,1294,20,,,,1181666,3,2,2,4,0,1,2,4,2,3,2,67.13,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-2,5,,-37,-32,5,187.09,194.2,57.7
2020-08-12,Saskatchewan,"CA, Saskatchewan",e4c07903,98890,1484,1314,20,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-4,8,203,-39,-31,6,187.22,183.66,55.68
2020-08-13,Saskatchewan,"CA, Saskatchewan",e4c07903,100386,1511,1325,20,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,1,14,247,-38,-32,5,196.63,208.55,58.35
2020-08-14,Saskatchewan,"CA, Saskatchewan",e4c07903,101734,1541,1347,20,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-9,7,209,-34,-32,4,212.59,221.7,63.93
2020-08-15,Saskatchewan,"CA, Saskatchewan",e4c07903,103366,1566,1356,21,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-13,3,242,-25,-4,0,186.31,198.49,55.43
2020-08-16,Saskatchewan,"CA, Saskatchewan",e4c07903,104798,1580,1365,22,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-6,2,,-26,-5,-3,164.62,142.28,51.21
2020-08-17,Saskatchewan,"CA, Saskatchewan",e4c07903,105623,1581,1387,22,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-1,8,,-38,-32,4,188.14,202.08,57.85
2020-08-18,Saskatchewan,"CA, Saskatchewan",e4c07903,106307,1582,1403,22,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-4,9,,-37,-30,5,187.92,192.73,56.34
2020-08-19,Saskatchewan,"CA, Saskatchewan",e4c07903,107048,1586,1410,22,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-3,10,,-38,-30,5,191.75,198.61,54.93
2020-08-20,Saskatchewan,"CA, Saskatchewan",e4c07903,108212,1590,1419,22,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,5,19,,-38,-30,4,199.36,209.84,55.58
2020-08-21,Saskatchewan,"CA, Saskatchewan",e4c07903,109188,1595,1439,22,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-8,8,,-37,-30,4,213.81,226.73,54.83
2020-08-22,Saskatchewan,"CA, Saskatchewan",e4c07903,110583,1597,1458,22,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-14,2,,,-4,0,182.24,192.46,56.29
2020-08-23,Saskatchewan,"CA, Saskatchewan",e4c07903,111598,1600,1472,22,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-6,1,,,-4,-3,160.89,154,48.79
2020-08-24,Saskatchewan,"CA, Saskatchewan",e4c07903,112401,1602,1482,22,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,0,6,,-38,-30,4,181.55,197.4,53.82
2020-08-25,Saskatchewan,"CA, Saskatchewan",e4c07903,112713,1601,1490,23,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,61.57,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-4,7,,-39,-29,5,181.19,193.95,51.76
2020-08-26,Saskatchewan,"CA, Saskatchewan",e4c07903,113659,1604,1520,24,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,61.57,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-3,9,,-39,-26,4,183.89,204.66,59.91
2020-08-27,Saskatchewan,"CA, Saskatchewan",e4c07903,114665,1609,1527,24,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,61.57,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,0,13,,-38,-27,5,183.77,199.98,51.36
2020-08-28,Saskatchewan,"CA, Saskatchewan",e4c07903,115914,1611,1543,24,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-5,8,,-28,-27,3,208.71,242.18,59.71
2020-08-29,Saskatchewan,"CA, Saskatchewan",e4c07903,117299,1615,1548,24,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-12,3,,,-2,0,185.08,212.74,52.87
2020-08-30,Saskatchewan,"CA, Saskatchewan",e4c07903,118301,1615,1549,24,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-4,3,,,-4,-2,149.39,146.69,47.94
2020-08-31,Saskatchewan,"CA, Saskatchewan",e4c07903,119064,1619,1561,24,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,3,7,,-33,-28,4,175.67,193.26,56.84
2020-09-01,Saskatchewan,"CA, Saskatchewan",e4c07903,119567,1622,1567,24,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-2,9,,-34,-27,5,174.57,199.45,61.87
2020-09-02,Saskatchewan,"CA, Saskatchewan",e4c07903,120510,1624,1571,24,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-2,7,,-40,-26,7,165.01,182.2,58.4
2020-09-03,Saskatchewan,"CA, Saskatchewan",e4c07903,121559,1634,1574,24,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,2,11,,-36,-27,5,180.46,209.74,58.05
2020-09-04,Saskatchewan,"CA, Saskatchewan",e4c07903,122549,1638,1578,24,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-1,12,,-31,-28,2,216.04,237.91,60.36
2020-09-05,Saskatchewan,"CA, Saskatchewan",e4c07903,124245,1643,1579,24,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-10,4,,,-5,-2,179.46,220.63,51.16
2020-09-06,Saskatchewan,"CA, Saskatchewan",e4c07903,125950,1651,1579,24,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-2,1,,,-6,-1,145.05,151.9,38.48
2020-09-07,Saskatchewan,"CA, Saskatchewan",e4c07903,127480,1662,1580,24,,,,1181666,3,2,2,4,0,1,2,3,2,3,2,64.35,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-11,-5,,-55,-71,13,145.8,130.67,55.94
2020-09-08,Saskatchewan,"CA, Saskatchewan",e4c07903,128286,1669,1587,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-2,11,,-34,-28,6,161.32,191.54,66.05
2020-09-09,Saskatchewan,"CA, Saskatchewan",e4c07903,128864,1670,1587,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-3,5,,-34,-24,4,162.48,192.86,68.61
2020-09-10,Saskatchewan,"CA, Saskatchewan",e4c07903,129692,1676,1593,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,0,9,,-31,-25,3,171.43,208.48,67.3
2020-09-11,Saskatchewan,"CA, Saskatchewan",e4c07903,131037,1688,1598,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-7,2,145,-28,-24,2,192.77,241.16,68.91
2020-09-12,Saskatchewan,"CA, Saskatchewan",e4c07903,132277,1709,1602,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-10,4,121,-23,-2,1,172.76,227.03,50.7
2020-09-13,Saskatchewan,"CA, Saskatchewan",e4c07903,133546,1726,1603,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-5,4,153,-23,-2,0,138.16,143.34,48.04
2020-09-14,Saskatchewan,"CA, Saskatchewan",e4c07903,134942,1731,1604,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-2,1,124,-34,-21,4,153.33,176.37,67.66
2020-09-15,Saskatchewan,"CA, Saskatchewan",e4c07903,136238,1741,1616,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-3,7,111,-34,-20,5,157.94,186.24,66.8
2020-09-16,Saskatchewan,"CA, Saskatchewan",e4c07903,137195,1751,1620,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-5,1,127,-34,-20,4,162.54,187.38,67.1
2020-09-17,Saskatchewan,"CA, Saskatchewan",e4c07903,138389,1757,1624,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-2,6,133,-33,-21,4,166.48,192.71,70.22
2020-09-18,Saskatchewan,"CA, Saskatchewan",e4c07903,139931,1776,1639,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-4,4,116,-26,-19,2,191.47,233.82,72.18
2020-09-19,Saskatchewan,"CA, Saskatchewan",e4c07903,142217,1787,1642,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-7,3,155,-22,-1,0,173.31,225.79,59.91
2020-09-20,Saskatchewan,"CA, Saskatchewan",e4c07903,144178,1807,1643,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-6,4,114,-25,-2,1,131.82,148,56.99
2020-09-21,Saskatchewan,"CA, Saskatchewan",e4c07903,145600,1814,1645,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,0,4,143,-36,-21,4,150.36,190.08,75.1
2020-09-22,Saskatchewan,"CA, Saskatchewan",e4c07903,146883,1824,1654,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-7,5,117,-33,-19,5,154.94,183.49,74.04
2020-09-23,Saskatchewan,"CA, Saskatchewan",e4c07903,148067,1830,1673,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-8,1,100,-37,-17,5,148.65,187.01,62.07
2020-09-24,Saskatchewan,"CA, Saskatchewan",e4c07903,149256,1835,1681,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-6,6,97,-37,-18,5,156.47,193.18,72.33
2020-09-25,Saskatchewan,"CA, Saskatchewan",e4c07903,150613,1846,1699,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-10,1,85,-33,-18,4,176.05,211.88,62.58
2020-09-26,Saskatchewan,"CA, Saskatchewan",e4c07903,152985,1863,1705,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-12,3,51,-29,1,3,154.03,190.28,51.41
2020-09-27,Saskatchewan,"CA, Saskatchewan",e4c07903,155023,1878,1710,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-7,4,89,-28,0,2,127.54,136.37,50.2
2020-09-28,Saskatchewan,"CA, Saskatchewan",e4c07903,156720,1892,1719,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-4,2,86,-36,-17,5,143.54,163.77,60.51
2020-09-29,Saskatchewan,"CA, Saskatchewan",e4c07903,157787,1899,1737,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-5,10,69,-34,-17,5,148.52,186.49,61.87
2020-09-30,Saskatchewan,"CA, Saskatchewan",e4c07903,158711,1913,1750,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-3,8,50,-37,-18,5,148.27,171.63,56.54
2020-10-01,Saskatchewan,"CA, Saskatchewan",e4c07903,160355,1927,1759,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-3,10,56,-35,-17,5,153.6,188.37,62.42
2020-10-02,Saskatchewan,"CA, Saskatchewan",e4c07903,162094,1940,1769,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-9,3,40,-33,-17,4,170.02,224.03,55.08
2020-10-03,Saskatchewan,"CA, Saskatchewan",e4c07903,164291,1954,1782,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-7,6,65,-24,-2,2,154.29,212.35,49.2
2020-10-04,Saskatchewan,"CA, Saskatchewan",e4c07903,165343,1959,1782,24,,,,1181666,2,2,2,4,0,1,2,3,2,3,2,60.65,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-4,5,131,-29,-2,1,122.78,136.18,46.93
2020-10-05,Saskatchewan,"CA, Saskatchewan",e4c07903,167284,1968,1801,24,,,,1181666,,,,,,,,,,,,,CAN,CA,124,CAD,2,Canada,Saskatchewan,,52.9399,-106.4509,,,,,CA-SK,,-3,5,64,-36,-18,4,139.24,176.49,64.24
